Cuisine,Ingredients,Image,Url
茶香沙茶滷豆乾（便當菜）,{豆乾:21片}{八角:兩顆}{甘草:3片}{鹹橄欖（中藥用）:1/2顆}{紅茶:400cc}{醬油:100ml}{冰糖:2大匙}{沙茶:1大茶匙}{水:適量},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251697/large_03646438192aa434.jpg,https://icook.tw/recipes/251697
[日式涼拌小黃瓜豆腐]簡易家常菜,{豆腐:1塊}{小黃瓜:1/2條}{蘋果泥:2大匙}{日式干貝醬油:2大匙}{七味粉:1/2茶匙}{蒜末:1大匙}{蘋果醋:1大匙}{糖:1茶匙}{香油:少許}{熟白芝麻:1/2茶匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251678/large_249121bf6170cdca.jpg,https://icook.tw/recipes/251678
超簡單～涼拌檸檬話梅小黃瓜（便當菜）,{小黃瓜:6條}{話梅:3顆}{檸檬:1大顆}{鹽:適量}{糖:適量},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251613/large_24457a9282923a38.jpg,https://icook.tw/recipes/251613
超下飯辣炒桂筍,{桂竹筍:600g}{蒜末:1大匙}{辣豆瓣醬:2大匙}{素蠔油:1大匙}{水:3大匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/250430/large_337d71f88ea4d40e.jpg,https://icook.tw/recipes/250430
芹菜炒鮮菇。便當蔬菜料理,{芹菜:3株}{鴻喜菇:半包}{蒜頭:2粒}{辣椒:1支}{鹽:酌量}{橄欖油:1大匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251302/large_f0d6ee26479cd475.jpg,https://icook.tw/recipes/251302
紅蘿蔔炒鮮菇。簡易便當菜,{紅蘿蔔:1小塊}{鴻喜菇半包:鴻喜菇半包}{蒜頭:2粒}{鹽:酌量}{橄欖油:1大匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251070/large_219afd60bf7f9c8e.jpg,https://icook.tw/recipes/251070
雙蔬燴蛋,{小黃瓜:2條}{玉米筍:8支}{雞蛋:3顆}{海鹽:酌量}{鮮味炒手:酌量},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251043/large_ee309edefe23912e.jpg,https://icook.tw/recipes/251043
泰式打拋豬肉末【1鍋到底10分鐘料理】,{豬絞肉:300g}{大蒜:10g}{紅蔥頭:20g}{辣椒:5g}{九層塔:1碗}{小蕃茄:8顆}{檸檬:1/4顆}{蠔油:1茶匙}{魚露:1茶匙}{醬油:1大匙}{味醂:1大匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/248737/large_f8c2407060bc9e42.jpg,https://icook.tw/recipes/248737
白花菜炒鮮菇。簡易便當菜,{白花菜約:1/3株}{鴻喜菇:半包}{蒜頭:2粒}{鹽:酌量}{橄欖油:1大匙},https://tokyo-kitchen.icook.network/uploads/recipe/cover/251007/large_a6703ea5c5095f83.jpg,https://icook.tw/recipes/251007
金沙椒鹽花枝丸-不油炸,{花枝丸:8-10粒}{鹹蛋黃:2顆}{蒜末:5瓣}{青蔥花:2根}{辣椒（可省略）:1-2根}{鹽巴:約1/8茶匙}{胡椒鹽:適量},https://tokyo-kitchen.icook.network/uploads/recipe/cover/250853/large_74070383c05cf695.jpg,https://icook.tw/recipes/250853
