rdIndex,pepper,egg,water,salt,oil,soy sauce,onion,sugar,cream,flour,pork,beef,fish,chicken,sheep,lamb,meat
378,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
379,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
380,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
381,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
382,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
383,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
384,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
385,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
386,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
387,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
389,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
390,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
391,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
392,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
393,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
394,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
395,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
396,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
397,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
398,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
399,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
400,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
401,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
402,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
403,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
408,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
409,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
413,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
414,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
415,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
417,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
418,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
419,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
424,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
426,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
427,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
428,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
429,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
430,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
431,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
432,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
433,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
434,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
435,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1
436,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
437,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
438,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
439,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
440,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
441,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
443,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
444,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
445,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
446,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
447,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
448,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
449,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
450,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
451,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
452,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
453,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
454,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
455,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
456,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
457,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
458,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
459,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
460,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
461,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
462,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
463,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
464,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
465,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
466,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
469,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
470,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
471,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
472,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
473,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
474,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
475,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
476,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
477,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
478,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
479,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
480,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
481,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
482,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
483,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
485,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
486,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
487,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
488,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
489,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
490,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
491,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
492,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
493,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
494,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
495,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
496,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
498,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
500,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
501,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
502,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
503,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
504,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
505,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
506,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
507,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
508,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
509,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
510,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
511,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
512,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
513,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
514,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
515,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
516,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
517,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
520,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
521,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
522,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
523,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
524,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
525,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
527,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
531,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
533,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
534,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
535,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
536,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
537,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
538,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
539,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
541,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
546,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
547,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
550,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
551,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
552,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
553,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
554,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
555,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
556,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
557,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
558,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
559,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
560,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
561,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
562,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
563,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
564,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
565,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
566,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
567,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
568,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
569,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
570,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
571,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
572,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
573,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
574,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
575,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
576,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
577,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
578,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
579,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
580,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
581,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
582,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
583,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
586,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
587,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
588,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
589,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
590,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
591,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
592,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
593,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
594,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
595,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
596,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
597,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
598,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
599,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
600,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
601,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
602,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
603,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
604,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
605,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
606,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
608,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
610,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
611,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
612,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
613,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
614,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
615,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
616,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
617,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
618,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
619,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
621,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
622,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
623,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
624,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
625,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
626,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
627,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
628,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
629,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
630,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
631,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
632,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
634,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
635,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
636,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
637,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
638,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
639,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
640,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
641,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
642,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
644,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
645,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
646,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
647,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
648,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
649,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
650,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
651,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
653,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
654,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
655,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
656,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
657,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
658,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
659,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
660,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
661,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
662,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
663,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
664,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
665,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
666,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
667,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
668,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
669,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
670,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
672,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
673,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
674,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
675,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
676,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
677,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
678,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
679,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
680,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
683,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
684,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
685,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
686,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
687,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
688,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
689,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
690,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
692,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
693,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
694,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
695,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
696,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
698,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
699,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
700,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
702,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
703,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
704,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
705,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
706,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
707,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
708,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
709,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
710,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
712,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
713,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
714,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
715,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
717,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
718,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
719,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
721,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
722,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
723,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
724,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
725,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
727,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
728,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
729,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
730,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
731,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
732,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
733,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
734,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
735,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
736,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
737,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
738,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
739,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
740,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
741,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
743,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
744,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
745,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
747,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
748,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
750,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
751,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
753,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
754,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
755,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
756,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
757,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
758,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
759,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
760,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
761,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
762,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
763,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
